userid_DI_encoded,course_id_encoded,interaction_order,incomplete_flag,registered,viewed,nchapters,nplay_video
4024,1,1,1,1,0,3.63442342142082,114.84417345649427
4025,1,1,1,1,0,3.63442342142082,114.84417345649427
4025,11,2,1,1,0,3.63442342142082,114.84417345649427
4026,11,1,1,1,0,3.63442342142082,114.84417345649427
4027,3,1,1,1,0,3.63442342142082,114.84417345649427
4027,2,2,1,1,1,11.0,114.84417345649427
4027,4,3,1,1,0,3.63442342142082,114.84417345649427
4028,1,1,1,1,1,1.0,114.84417345649427
4029,11,1,1,1,0,3.63442342142082,114.84417345649427
4030,1,1,1,1,0,3.63442342142082,114.84417345649427
4031,5,1,1,1,1,1.0,4.0
4032,1,1,1,1,1,1.0,114.84417345649427
4033,14,1,1,1,1,9.0,246.0
4034,13,1,1,1,0,3.63442342142082,114.84417345649427
4035,3,1,1,1,0,3.63442342142082,114.84417345649427
4036,1,1,1,1,1,1.0,114.84417345649427
4037,3,1,1,1,0,3.63442342142082,114.84417345649427
4037,7,2,1,1,0,3.63442342142082,114.84417345649427
4038,1,1,1,1,1,3.0,114.84417345649427
4039,10,1,1,1,1,1.0,1.0
4040,3,1,1,1,1,16.0,34596.0
4040,4,2,1,1,1,11.0,218.0
4040,5,3,1,1,1,12.0,4243.0
4041,3,1,1,1,0,3.63442342142082,114.84417345649427
4042,2,1,1,1,0,1.0,114.84417345649427
4042,4,2,1,1,0,3.63442342142082,114.84417345649427
4043,1,1,1,1,1,12.0,114.84417345649427
4044,9,1,1,1,1,3.0,7.0
4044,11,2,1,1,0,3.63442342142082,114.84417345649427
4045,10,1,1,1,0,3.63442342142082,114.84417345649427
4046,9,1,1,1,1,1.0,114.84417345649427
4047,1,1,1,1,0,3.63442342142082,114.84417345649427
4047,11,2,1,1,0,3.63442342142082,114.84417345649427
4048,1,1,1,1,0,3.63442342142082,114.84417345649427
4049,14,1,1,1,1,5.0,207.0
4050,1,1,1,1,1,2.0,114.84417345649427
4051,1,1,1,1,0,3.63442342142082,114.84417345649427
4051,3,2,1,1,0,3.63442342142082,114.84417345649427
4051,7,3,1,1,0,3.63442342142082,114.84417345649427
4052,4,1,1,1,0,3.63442342142082,114.84417345649427
4052,10,2,1,1,0,3.63442342142082,114.84417345649427
4053,11,1,1,1,0,3.63442342142082,114.84417345649427
4054,13,1,1,1,1,3.0,67.0
4055,5,1,1,1,1,7.0,149.0
4056,0,1,1,1,1,2.0,114.84417345649427
4057,11,1,1,1,1,4.0,15.0
4057,1,2,1,1,1,7.0,114.84417345649427
4058,1,1,1,1,1,1.0,114.84417345649427
4059,1,1,1,1,0,3.63442342142082,114.84417345649427
4059,9,2,1,1,0,3.63442342142082,114.84417345649427
4059,5,3,1,1,0,3.63442342142082,114.84417345649427
4059,12,4,1,1,1,3.63442342142082,114.84417345649427
4060,11,1,1,1,1,1.0,6.0
4060,13,2,1,1,0,3.63442342142082,114.84417345649427
4061,2,1,1,1,1,2.0,114.84417345649427
4062,12,1,1,1,1,3.63442342142082,114.84417345649427
4063,1,1,1,1,0,3.63442342142082,114.84417345649427
4064,3,1,1,1,1,3.0,109.0
4064,12,2,1,1,1,3.63442342142082,114.84417345649427
4065,1,1,1,1,0,3.63442342142082,114.84417345649427
4065,7,2,1,1,0,3.63442342142082,114.84417345649427
4065,9,3,1,1,0,3.63442342142082,114.84417345649427
4065,11,4,1,1,0,3.63442342142082,114.84417345649427
4065,10,5,1,1,0,3.63442342142082,114.84417345649427
4066,13,1,1,1,1,9.0,12.0
4066,4,2,1,1,1,9.0,85.0
4067,2,1,1,1,0,3.63442342142082,114.84417345649427
4068,5,1,1,1,1,1.0,21.0
4069,2,1,1,1,1,5.0,114.84417345649427
4070,4,1,1,1,0,3.63442342142082,114.84417345649427
4071,1,1,1,1,0,3.63442342142082,114.84417345649427
4072,1,1,1,1,1,1.0,114.84417345649427
4072,2,2,1,1,1,4.0,114.84417345649427
4073,0,1,1,1,0,3.63442342142082,114.84417345649427
4073,2,2,1,1,0,3.63442342142082,114.84417345649427
4073,4,3,1,1,0,3.63442342142082,114.84417345649427
4073,15,4,1,1,0,3.63442342142082,114.84417345649427
4074,11,1,1,1,0,3.63442342142082,114.84417345649427
4075,10,1,1,1,1,1.0,114.84417345649427
4076,1,1,1,1,0,3.63442342142082,114.84417345649427
4076,11,2,1,1,1,1.0,114.84417345649427
4077,3,1,1,1,1,2.0,114.84417345649427
4078,1,1,1,1,0,3.63442342142082,114.84417345649427
4078,11,2,1,1,0,3.63442342142082,114.84417345649427
4079,1,1,1,1,1,12.0,114.84417345649427
4079,11,2,1,1,1,17.0,535.0
4080,1,1,1,1,1,1.0,114.84417345649427
4081,12,1,1,1,1,1.0,114.84417345649427
4082,12,1,1,1,1,6.0,81.0
4082,0,2,1,1,1,1.0,114.84417345649427
4083,1,1,1,1,0,3.63442342142082,114.84417345649427
4083,2,2,1,1,0,3.63442342142082,114.84417345649427
4084,1,1,1,1,1,1.0,114.84417345649427
4085,1,1,1,1,1,1.0,114.84417345649427
4086,14,1,1,1,0,3.63442342142082,114.84417345649427
4087,11,1,1,1,1,3.0,5.0
4088,5,1,1,1,1,3.0,32.0
4089,5,1,1,1,1,1.0,13.0
4090,10,1,1,1,1,2.0,114.84417345649427
4091,1,1,1,1,1,2.0,114.84417345649427
4091,11,2,1,1,1,3.0,25.0
4092,3,1,1,1,0,3.63442342142082,114.84417345649427
4093,1,1,1,1,0,3.63442342142082,114.84417345649427
4094,2,1,1,1,0,3.63442342142082,114.84417345649427
4094,4,2,1,1,0,3.63442342142082,114.84417345649427
4095,1,1,1,1,0,3.63442342142082,114.84417345649427
4096,3,1,1,1,1,2.0,95.0
4097,7,1,1,1,0,3.63442342142082,114.84417345649427
4098,1,1,1,1,0,3.63442342142082,114.84417345649427
4099,1,1,1,1,1,1.0,114.84417345649427
4100,11,1,1,1,0,3.63442342142082,114.84417345649427
4101,0,1,1,1,0,3.63442342142082,114.84417345649427
4101,5,2,1,1,1,1.0,114.84417345649427
4102,1,1,1,1,0,3.63442342142082,114.84417345649427
4103,1,1,1,1,1,2.0,114.84417345649427
4103,0,2,1,1,1,3.0,114.84417345649427
4104,1,1,1,1,0,3.63442342142082,114.84417345649427
4105,14,1,1,1,0,3.63442342142082,114.84417345649427
4106,9,1,1,1,0,3.63442342142082,114.84417345649427
4107,4,1,1,1,0,3.63442342142082,114.84417345649427
4108,1,1,1,1,1,3.0,114.84417345649427
4109,1,1,1,1,0,3.63442342142082,114.84417345649427
4110,1,1,1,1,1,2.0,114.84417345649427
4110,10,2,1,1,0,3.63442342142082,114.84417345649427
4110,12,3,1,1,1,3.0,2.0
4111,1,1,1,1,1,5.0,114.84417345649427
4112,4,1,1,1,1,2.0,12.0
4113,10,1,1,1,0,3.63442342142082,114.84417345649427
4114,9,1,1,1,1,1.0,2.0
4115,12,1,1,1,1,2.0,19.0
4116,12,1,1,1,1,8.0,19.0
4117,1,1,1,1,1,4.0,114.84417345649427
4117,11,2,1,1,1,8.0,9.0
4118,2,1,1,1,0,3.63442342142082,114.84417345649427
4119,1,1,1,1,0,3.63442342142082,114.84417345649427
4120,5,1,1,1,1,12.0,556.0
4121,4,1,1,1,0,3.63442342142082,114.84417345649427
4121,5,2,1,1,0,3.63442342142082,114.84417345649427
4122,7,1,1,1,1,15.0,1054.0
4122,15,2,1,1,1,11.0,114.84417345649427
4123,1,1,1,1,0,3.63442342142082,114.84417345649427
4124,2,1,1,1,0,3.63442342142082,114.84417345649427
4125,1,1,1,1,0,3.63442342142082,114.84417345649427
4125,3,2,1,1,0,3.63442342142082,114.84417345649427
4125,7,3,1,1,0,3.63442342142082,114.84417345649427
4125,11,4,1,1,1,2.0,9.0
4126,1,1,1,1,0,3.63442342142082,114.84417345649427
4126,11,2,1,1,0,3.63442342142082,114.84417345649427
4127,1,1,1,1,1,9.0,114.84417345649427
4127,12,2,1,1,1,2.0,2.0
4128,12,1,1,1,0,3.63442342142082,114.84417345649427
4129,14,1,1,1,1,2.0,114.84417345649427
4130,1,1,1,1,0,3.63442342142082,114.84417345649427
4131,6,1,1,1,0,3.63442342142082,114.84417345649427
4132,1,1,1,1,1,3.0,114.84417345649427
4132,11,2,1,1,1,18.0,452.0
4132,14,3,1,1,1,6.0,44.0
4132,13,4,1,1,1,3.0,47.0
4133,14,1,1,1,1,20.0,478.0
4133,15,2,1,1,1,5.0,114.84417345649427
4134,0,1,1,1,0,3.63442342142082,114.84417345649427
4135,0,1,1,1,1,1.0,114.84417345649427
4136,1,1,1,1,0,3.63442342142082,114.84417345649427
4137,1,1,1,1,1,1.0,114.84417345649427
4137,5,2,1,1,1,1.0,114.84417345649427
4138,3,1,1,1,1,2.0,30.0
4139,9,1,1,1,0,3.63442342142082,114.84417345649427
4140,7,1,1,1,1,11.0,29.0
4141,11,1,1,1,0,3.63442342142082,114.84417345649427
4142,2,1,1,1,1,2.0,114.84417345649427
4143,2,1,1,1,0,3.63442342142082,114.84417345649427
4143,12,2,1,1,1,3.0,17.0
4144,8,1,1,1,1,19.0,470.0
4145,1,1,1,1,0,3.63442342142082,114.84417345649427
4145,11,2,1,1,1,3.0,246.0
4146,3,1,1,1,0,3.63442342142082,114.84417345649427
4147,1,1,1,1,1,1.0,114.84417345649427
4148,9,1,1,1,1,8.0,304.0
4149,1,1,1,1,0,3.63442342142082,114.84417345649427
4150,12,1,1,1,1,2.0,1.0
4151,15,1,1,1,1,3.0,114.84417345649427
4152,10,1,1,1,0,3.63442342142082,114.84417345649427
4153,11,1,1,1,1,4.0,71.0
4153,2,2,1,1,1,2.0,114.84417345649427
4153,10,3,1,1,1,4.0,19.0
4154,1,1,1,1,1,6.0,114.84417345649427
4155,12,1,1,1,1,3.63442342142082,114.84417345649427
4156,1,1,1,1,1,1.0,114.84417345649427
4157,0,1,1,1,1,2.0,114.84417345649427
4157,4,2,1,1,0,3.63442342142082,114.84417345649427
4158,3,1,1,1,1,1.0,5.0
4159,1,1,1,1,1,2.0,114.84417345649427
4160,2,1,1,1,1,11.0,114.84417345649427
4161,5,1,1,1,1,1.0,5.0
4162,1,1,1,1,1,1.0,114.84417345649427
4163,9,1,1,1,1,3.63442342142082,114.84417345649427
4163,14,2,1,1,1,2.0,7.0
4164,4,1,1,1,1,2.0,3.0
4165,1,1,1,1,1,2.0,114.84417345649427
4166,1,1,1,1,1,3.0,114.84417345649427
4166,12,2,1,1,1,2.0,1.0
4167,3,1,1,1,1,7.0,114.84417345649427
4168,9,1,1,1,0,3.63442342142082,114.84417345649427
4168,3,2,1,1,1,2.0,7.0
4169,1,1,1,1,1,2.0,114.84417345649427
4170,3,1,1,1,1,3.63442342142082,114.84417345649427
4171,1,1,1,1,0,3.63442342142082,114.84417345649427
4172,9,1,1,1,0,3.63442342142082,114.84417345649427
4172,11,2,1,1,0,3.63442342142082,114.84417345649427
4173,12,1,1,1,1,2.0,9.0
4174,7,1,1,1,0,3.63442342142082,114.84417345649427
4174,9,2,1,1,0,3.63442342142082,114.84417345649427
4174,11,3,1,1,1,1.0,1.0
4175,5,1,1,1,1,1.0,114.84417345649427
4176,9,1,1,1,1,2.0,27.0
4177,9,1,1,1,0,3.63442342142082,114.84417345649427
4178,1,1,1,1,1,1.0,114.84417345649427
4179,3,1,1,1,0,3.63442342142082,114.84417345649427
4180,1,1,1,1,0,3.63442342142082,114.84417345649427
4181,1,1,1,1,0,3.63442342142082,114.84417345649427
4182,10,1,1,1,0,3.63442342142082,114.84417345649427
4183,3,1,1,1,1,1.0,114.84417345649427
4184,1,1,1,1,1,1.0,114.84417345649427
4185,5,1,1,1,1,12.0,213.0
4186,11,1,1,1,0,3.63442342142082,114.84417345649427
4187,13,1,1,1,1,3.63442342142082,114.84417345649427
4188,3,1,1,1,1,1.0,3.0
4189,11,1,1,1,1,4.0,64.0
4190,1,1,1,1,0,3.63442342142082,114.84417345649427
4191,12,1,1,1,1,2.0,114.84417345649427
4192,14,1,1,1,0,3.63442342142082,114.84417345649427
4193,3,1,1,1,1,4.0,149.0
4194,2,1,1,1,0,3.63442342142082,114.84417345649427
4195,1,1,1,1,0,3.63442342142082,114.84417345649427
4196,2,1,1,1,1,2.0,114.84417345649427
4196,10,2,1,1,0,3.63442342142082,114.84417345649427
4197,0,1,1,1,1,2.0,114.84417345649427
4198,1,1,1,1,1,1.0,114.84417345649427
4199,7,1,1,1,1,3.0,11.0
4200,4,1,1,1,0,3.63442342142082,114.84417345649427
4201,2,1,1,1,1,1.0,114.84417345649427
4202,1,1,1,1,0,3.63442342142082,114.84417345649427
4203,12,1,1,1,1,3.63442342142082,114.84417345649427
4204,1,1,1,1,1,8.0,114.84417345649427
4204,12,2,1,1,1,6.0,24.0
4205,1,1,1,1,1,10.0,114.84417345649427
4205,12,2,1,1,1,8.0,6.0
4206,1,1,1,1,1,2.0,114.84417345649427
4207,2,1,1,1,1,2.0,114.84417345649427
4208,1,1,1,1,0,3.63442342142082,114.84417345649427
4209,1,1,1,1,1,2.0,114.84417345649427
4210,1,1,1,1,1,2.0,114.84417345649427
4211,12,1,1,1,1,2.0,6.0
4212,1,1,1,1,1,1.0,114.84417345649427
4213,2,1,1,1,1,1.0,114.84417345649427
4214,1,1,1,1,0,3.63442342142082,114.84417345649427
4215,11,1,1,1,1,1.0,2.0
4216,1,1,1,1,1,2.0,114.84417345649427
4217,7,1,1,1,1,2.0,2.0
4218,13,1,1,1,1,2.0,7.0
4219,11,1,1,1,1,8.0,26.0
4220,11,1,1,1,0,3.63442342142082,114.84417345649427
4221,3,1,1,1,0,3.63442342142082,114.84417345649427
4222,11,1,1,1,1,3.0,18.0
4223,1,1,1,1,1,1.0,114.84417345649427
4224,4,1,1,1,1,2.0,9.0
4225,13,1,1,1,1,2.0,2.0
4226,2,1,1,1,0,3.63442342142082,114.84417345649427
4226,10,2,1,1,0,3.63442342142082,114.84417345649427
4227,12,1,1,1,1,5.0,13.0
4228,1,1,1,1,1,1.0,114.84417345649427
4229,5,1,1,1,0,3.63442342142082,114.84417345649427
4230,8,1,1,1,1,2.0,1.0
4231,9,1,1,1,0,3.63442342142082,114.84417345649427
4232,11,1,1,1,0,3.63442342142082,114.84417345649427
4233,13,1,1,1,1,1.0,2.0
4234,0,1,1,1,0,3.63442342142082,114.84417345649427
4235,3,1,1,1,0,3.63442342142082,114.84417345649427
4236,4,1,1,1,1,1.0,1.0
4237,14,1,1,1,1,3.0,97.0
4238,2,1,1,1,1,6.0,114.84417345649427
4239,7,1,1,1,1,2.0,1.0
4240,14,1,1,1,1,3.0,13.0
4241,3,1,1,1,1,1.0,6.0
4242,3,1,1,1,0,3.63442342142082,114.84417345649427
4243,12,1,1,1,1,2.0,37.0
4243,3,2,1,1,0,3.63442342142082,114.84417345649427
4244,1,1,1,1,0,3.63442342142082,114.84417345649427
4245,1,1,1,1,1,1.0,114.84417345649427
4246,1,1,1,1,1,12.0,114.84417345649427
4247,1,1,1,1,0,3.63442342142082,114.84417345649427
4248,0,1,1,1,0,3.63442342142082,114.84417345649427
4248,2,2,1,1,1,1.0,114.84417345649427
4249,11,1,1,1,1,2.0,8.0
4250,1,1,1,1,1,1.0,114.84417345649427
4250,12,2,1,1,1,3.63442342142082,114.84417345649427
4251,2,1,1,1,1,12.0,114.84417345649427
4251,4,2,1,1,0,3.63442342142082,114.84417345649427
4252,14,1,1,1,1,2.0,1.0
4253,9,1,1,1,1,1.0,1.0
4254,1,1,1,1,0,3.63442342142082,114.84417345649427
4255,5,1,1,1,1,1.0,114.84417345649427
4256,4,1,1,1,1,4.0,155.0
4257,12,1,1,1,1,4.0,30.0
4258,11,1,1,1,1,1.0,1.0
4259,4,1,1,1,0,3.63442342142082,114.84417345649427
4260,3,1,1,1,1,2.0,21.0
4261,11,1,1,1,0,3.63442342142082,114.84417345649427
4261,9,2,1,1,0,3.63442342142082,114.84417345649427
4262,6,1,1,1,0,3.63442342142082,114.84417345649427
4263,1,1,1,1,0,3.63442342142082,114.84417345649427
4264,9,1,1,1,1,2.0,114.84417345649427
4265,3,1,1,1,1,14.0,114.84417345649427
4265,4,2,1,1,1,5.0,114.84417345649427
4266,2,1,1,1,1,3.0,114.84417345649427
4267,12,1,1,1,1,3.63442342142082,114.84417345649427
4267,4,2,1,1,0,3.63442342142082,114.84417345649427
4268,5,1,1,1,0,3.63442342142082,114.84417345649427
4269,1,1,1,1,1,3.0,114.84417345649427
4269,10,2,1,1,0,3.63442342142082,114.84417345649427
4270,8,1,1,1,1,2.0,4.0
4271,1,1,1,1,1,1.0,114.84417345649427
4271,14,2,1,1,0,3.63442342142082,114.84417345649427
4272,9,1,1,1,1,1.0,114.84417345649427
4272,14,2,1,1,0,3.63442342142082,114.84417345649427
4273,15,1,1,1,0,3.63442342142082,114.84417345649427
4274,1,1,1,1,1,10.0,114.84417345649427
4274,10,2,1,1,0,3.63442342142082,114.84417345649427
4274,15,3,1,1,1,1.0,114.84417345649427
4275,1,1,1,1,1,1.0,114.84417345649427
4276,8,1,1,1,1,1.0,1.0
4276,13,2,1,1,1,1.0,3.0
4276,2,3,1,1,0,2.0,114.84417345649427
4277,9,1,1,1,0,3.63442342142082,114.84417345649427
4277,12,2,1,1,1,2.0,115.0
4278,12,1,1,1,1,4.0,28.0
4279,11,1,1,1,1,2.0,4.0
4280,7,1,1,1,1,4.0,7.0
4281,0,1,1,1,0,3.63442342142082,114.84417345649427
4282,1,1,1,1,0,3.63442342142082,114.84417345649427
4283,3,1,1,1,0,3.63442342142082,114.84417345649427
4284,2,1,1,1,1,1.0,114.84417345649427
4285,7,1,1,1,0,3.63442342142082,114.84417345649427
4285,2,2,1,1,1,2.0,114.84417345649427
4286,2,1,1,1,1,1.0,114.84417345649427
4287,9,1,1,1,0,3.63442342142082,114.84417345649427
4287,11,2,1,1,0,3.63442342142082,114.84417345649427
4288,9,1,1,1,1,2.0,28.0
4289,4,1,1,1,1,1.0,114.84417345649427
4290,1,1,1,1,0,3.63442342142082,114.84417345649427
4290,9,2,1,1,0,3.63442342142082,114.84417345649427
4291,1,1,1,1,0,3.63442342142082,114.84417345649427
4291,9,2,1,1,1,1.0,114.84417345649427
4291,12,3,1,1,1,3.63442342142082,114.84417345649427
4292,5,1,1,1,1,1.0,114.84417345649427
4293,4,1,1,1,0,3.63442342142082,114.84417345649427
4294,4,1,1,1,0,3.63442342142082,114.84417345649427
4295,1,1,1,1,0,2.0,114.84417345649427
4296,9,1,1,1,1,1.0,4.0
4297,1,1,1,1,0,3.63442342142082,114.84417345649427
4298,15,1,1,1,1,3.0,114.84417345649427
4299,4,1,1,1,1,6.0,9.0
4299,10,2,1,1,1,3.63442342142082,114.84417345649427
4299,15,3,1,1,1,1.0,114.84417345649427
4300,5,1,1,1,0,3.63442342142082,114.84417345649427
4301,3,1,1,1,0,3.63442342142082,114.84417345649427
4302,12,1,1,1,1,1.0,8.0
4302,1,2,1,1,1,12.0,114.84417345649427
4303,10,1,1,1,0,3.63442342142082,114.84417345649427
4304,1,1,1,1,1,1.0,114.84417345649427
4305,9,1,1,1,0,3.63442342142082,114.84417345649427
4306,5,1,1,1,1,1.0,8.0
4307,9,1,1,1,1,3.0,123.0
4307,14,2,1,1,1,2.0,38.0
4308,1,1,1,1,0,3.63442342142082,114.84417345649427
4309,12,1,1,1,1,3.63442342142082,114.84417345649427
4310,11,1,1,1,1,4.0,510.0
4311,5,1,1,1,0,3.63442342142082,114.84417345649427
4312,1,1,1,1,0,3.63442342142082,114.84417345649427
4313,0,1,1,1,1,1.0,114.84417345649427
4314,11,1,1,1,0,3.63442342142082,114.84417345649427
4315,1,1,1,1,1,11.0,114.84417345649427
4316,9,1,1,1,1,5.0,126.0
4317,12,1,1,1,1,2.0,6.0
4318,12,1,1,1,1,3.0,54.0
4319,1,1,1,1,0,3.63442342142082,114.84417345649427
4320,1,1,1,1,0,3.63442342142082,114.84417345649427
4321,1,1,1,1,0,3.63442342142082,114.84417345649427
4322,12,1,1,1,1,3.63442342142082,114.84417345649427
4323,11,1,1,1,1,2.0,23.0
4324,1,1,1,1,1,1.0,114.84417345649427
4325,1,1,1,1,1,2.0,114.84417345649427
4325,2,2,1,1,0,3.63442342142082,114.84417345649427
4325,4,3,1,1,1,1.0,1.0
4325,5,4,1,1,1,1.0,1.0
4325,10,5,1,1,0,3.63442342142082,114.84417345649427
4325,12,6,1,1,1,1.0,2.0
4326,4,1,1,1,1,2.0,7.0
4327,12,1,1,1,1,3.0,11.0
4328,2,1,1,1,1,5.0,114.84417345649427
4329,12,1,1,1,1,5.0,173.0
4330,1,1,1,1,0,3.63442342142082,114.84417345649427
4331,8,1,1,1,1,3.63442342142082,114.84417345649427
4332,1,1,1,1,1,1.0,114.84417345649427
4333,3,1,1,1,1,2.0,114.84417345649427
4334,1,1,1,1,1,1.0,114.84417345649427
4335,2,1,1,1,1,11.0,114.84417345649427
4336,0,1,1,1,1,2.0,114.84417345649427
4337,11,1,1,1,1,2.0,8.0
4337,1,2,1,1,0,3.63442342142082,114.84417345649427
4338,5,1,1,1,0,3.63442342142082,114.84417345649427
4339,3,1,1,1,0,3.63442342142082,114.84417345649427
4340,12,1,1,1,1,3.63442342142082,114.84417345649427
4340,1,2,1,1,1,3.0,114.84417345649427
4341,12,1,1,1,1,1.0,10.0
4342,7,1,1,1,1,2.0,4.0
4342,13,2,1,1,0,3.63442342142082,114.84417345649427
4343,5,1,1,1,0,3.63442342142082,114.84417345649427
4344,0,1,1,1,1,2.0,114.84417345649427
4345,10,1,1,1,1,2.0,22.0
4346,1,1,1,1,1,3.0,114.84417345649427
4347,10,1,1,1,1,2.0,114.84417345649427
4348,1,1,1,1,1,1.0,114.84417345649427
4349,9,1,1,1,1,3.63442342142082,2.0
4349,14,2,1,1,1,3.0,6.0
4350,2,1,1,1,0,3.63442342142082,114.84417345649427
4351,1,1,1,1,0,3.63442342142082,114.84417345649427
4351,9,2,1,1,1,4.0,6.0
4351,11,3,1,1,0,3.63442342142082,114.84417345649427
4352,11,1,1,1,1,2.0,120.0
4352,12,2,1,1,1,1.0,114.84417345649427
4353,15,1,1,1,1,3.63442342142082,114.84417345649427
4354,6,1,1,1,1,3.63442342142082,114.84417345649427
4355,1,1,1,1,1,1.0,114.84417345649427
4356,7,1,1,1,1,6.0,1252.0
4357,9,1,1,1,0,3.63442342142082,114.84417345649427
4358,4,1,1,1,1,10.0,178.0
4359,4,1,1,1,1,5.0,158.0
4360,9,1,1,1,1,3.0,1.0
4360,14,2,1,1,1,2.0,2.0
4361,6,1,1,1,0,3.63442342142082,114.84417345649427
4362,1,1,1,1,1,1.0,114.84417345649427
4363,1,1,1,1,1,6.0,114.84417345649427
4364,4,1,1,1,1,2.0,3.0
4365,15,1,1,1,1,5.0,114.84417345649427
4366,1,1,1,1,1,1.0,114.84417345649427
4367,2,1,1,1,1,18.0,114.84417345649427
4368,4,1,1,1,0,3.63442342142082,114.84417345649427
4369,4,1,1,1,0,3.63442342142082,114.84417345649427
4370,1,1,1,1,0,3.63442342142082,114.84417345649427
4370,11,2,1,1,0,3.63442342142082,114.84417345649427
4371,10,1,1,1,0,3.63442342142082,114.84417345649427
4372,14,1,1,1,1,3.0,2.0
4373,1,1,1,1,0,3.63442342142082,114.84417345649427
4374,9,1,1,1,0,3.63442342142082,114.84417345649427
4374,12,2,1,1,1,2.0,4.0
4374,0,3,1,1,1,2.0,114.84417345649427
4375,3,1,1,1,0,3.63442342142082,114.84417345649427
4376,9,1,1,1,0,3.63442342142082,114.84417345649427
4377,2,1,1,1,0,3.63442342142082,114.84417345649427
4377,8,2,1,1,0,3.63442342142082,114.84417345649427
4377,15,3,1,1,1,1.0,114.84417345649427
4378,11,1,1,1,1,6.0,18.0
4379,10,1,1,1,0,3.63442342142082,114.84417345649427
4380,1,1,1,1,0,3.63442342142082,114.84417345649427
4380,11,2,1,1,0,3.63442342142082,114.84417345649427
4381,5,1,1,1,1,1.0,16.0
4381,14,2,1,1,1,2.0,29.0
4382,12,1,1,1,1,3.0,150.0
4383,0,1,1,1,0,3.63442342142082,114.84417345649427
4383,10,2,1,1,1,2.0,3.0
4384,14,1,1,1,0,3.63442342142082,114.84417345649427
4385,2,1,1,1,0,3.63442342142082,114.84417345649427
4386,2,1,1,1,1,2.0,114.84417345649427
4387,1,1,1,1,0,3.63442342142082,114.84417345649427
4388,14,1,1,1,1,3.0,139.0
4388,5,2,1,1,0,3.63442342142082,114.84417345649427
4388,15,3,1,1,0,3.63442342142082,114.84417345649427
4389,1,1,1,1,0,3.63442342142082,114.84417345649427
4390,0,1,1,1,1,4.0,114.84417345649427
4391,12,1,1,1,1,1.0,1.0
4392,3,1,1,1,1,4.0,131.0
4393,1,1,1,1,1,1.0,114.84417345649427
4394,2,1,1,1,0,3.63442342142082,114.84417345649427
4394,5,2,1,1,0,3.63442342142082,114.84417345649427
4395,11,1,1,1,1,3.0,61.0
4396,1,1,1,1,1,1.0,114.84417345649427
4397,1,1,1,1,1,1.0,114.84417345649427
4398,13,1,1,1,1,1.0,6.0
4399,12,1,1,1,1,2.0,114.84417345649427
4400,4,1,1,1,0,3.63442342142082,114.84417345649427
4400,5,2,1,1,0,3.63442342142082,114.84417345649427
4401,2,1,1,1,1,3.0,114.84417345649427
4402,9,1,1,1,0,3.63442342142082,114.84417345649427
4403,12,1,1,1,1,3.63442342142082,114.84417345649427
4404,11,1,1,1,0,3.63442342142082,114.84417345649427
4405,5,1,1,1,1,2.0,97.0
4406,14,1,1,1,0,1.0,114.84417345649427
4407,2,1,1,1,1,1.0,114.84417345649427
4407,5,2,1,1,0,3.63442342142082,114.84417345649427
4408,11,1,1,1,0,3.63442342142082,114.84417345649427
4409,1,1,1,1,1,2.0,114.84417345649427
4410,7,1,1,1,0,3.63442342142082,114.84417345649427
4411,4,1,1,1,0,3.63442342142082,114.84417345649427
4411,5,2,1,1,0,3.63442342142082,114.84417345649427
4411,10,3,1,1,0,3.63442342142082,114.84417345649427
4411,14,4,1,1,1,3.0,5.0
4412,12,1,1,1,1,2.0,45.0
4413,7,1,1,1,0,3.63442342142082,114.84417345649427
4413,4,2,1,1,0,3.63442342142082,114.84417345649427
4413,5,3,1,1,0,3.63442342142082,114.84417345649427
4414,1,1,1,1,1,1.0,114.84417345649427
4415,1,1,1,1,0,3.63442342142082,114.84417345649427
4416,4,1,1,1,1,3.0,25.0
4417,1,1,1,1,1,12.0,114.84417345649427
4417,12,2,1,1,1,3.0,19.0
4418,1,1,1,1,1,3.0,114.84417345649427
4419,9,1,1,1,1,1.0,114.84417345649427
4420,10,1,1,1,1,3.0,51.0
4421,1,1,1,1,1,2.0,114.84417345649427
4421,10,2,1,1,1,1.0,114.84417345649427
4422,2,1,1,1,1,25.0,114.84417345649427
4423,11,1,1,1,1,12.0,345.0
4424,4,1,1,1,1,3.0,21.0
4425,11,1,1,1,0,3.63442342142082,114.84417345649427
4426,8,1,1,1,1,2.0,16.0
4426,12,2,1,1,1,3.63442342142082,114.84417345649427
4426,13,3,1,1,0,3.63442342142082,114.84417345649427
4426,14,4,1,1,0,3.63442342142082,114.84417345649427
4427,1,1,1,1,1,2.0,114.84417345649427
4428,11,1,1,1,1,8.0,42.0
4429,1,1,1,1,0,3.63442342142082,114.84417345649427
4430,1,1,1,1,0,3.63442342142082,114.84417345649427
4431,1,1,1,1,0,3.63442342142082,114.84417345649427
4432,2,1,1,1,0,3.63442342142082,114.84417345649427
4433,12,1,1,1,1,1.0,114.84417345649427
4434,13,1,1,1,0,3.63442342142082,114.84417345649427
4435,3,1,1,1,1,3.0,37.0
4436,1,1,1,1,0,3.63442342142082,114.84417345649427
4437,9,1,1,1,1,2.0,41.0
4438,3,1,1,1,1,4.0,223.0
4438,4,2,1,1,0,3.63442342142082,114.84417345649427
